type typecode name_p address province city area lat lng telephone tag
生活服务;电讯营业厅;中国电信营业厅|购物服务;家电电子卖场;手机销售 070601|060305 中国电信(光明路营业厅) 光明路与曙光街交叉口南100米 河南省 平顶山市 新华区 113.292341 33.732764 [] []
医疗保健服务;医药保健销售店;药房 090601 国大药房(二十八店) 建设路与中兴路交叉口平声西50米 河南省 平顶山市 新华区 113.304782 33.736911 [] []
医疗保健服务;综合医院;三级甲等医院 090101 中国人民解放军第一五二中心医院门诊部 建设路北150米 河南省 平顶山市 卫东区 113.318615 33.736729 [] []
医疗保健服务;医药保健销售店;药房 090601 华佗大药房 崇文路新城小区内 河南省 平顶山市 新华区 113.180238 33.782666 [] []
科教文化服务;学校;高等院校 141201 上海交通大学新概念外语学校(西街校区) 西大街61号附近 河南省 平顶山市 郏县 113.210817 33.971785 [] []
医疗保健服务;医药保健销售店;药房 090601 国大药房(四十二店) 中兴路64号附近 河南省 平顶山市 新华区 113.306985 33.743571 [] []
医疗保健服务;综合医院;综合医院 090100 中医馆 湛河北路114号附近 河南省 平顶山市 新华区 113.300684 33.731201 [] []
医疗保健服务;医药保健销售店;药房 090601 慈济大药房 西环北路西50米 河南省 平顶山市 新华区 113.243059 33.785136 [] []
生活服务;摄影冲印店;摄影冲印 071300 天长地久婚纱摄影 钢城路中段路东滨河社区13号(欧派厨具旁边) 河南省 平顶山市 舞钢市 113.533414 33.328763 [] []
生活服务;洗衣店;洗衣店 071500 赛维健康洗衣·生活馆 湖滨大道3号附近 河南省 平顶山市 舞钢市 113.524780 33.279009 [] []
医疗保健服务;医药保健销售店;药房 090601 广源堂大药房 一马路与石漫滩大道交叉口东南50米 河南省 平顶山市 舞钢市 113.516668 33.280320 [] []
医疗保健服务;医药保健销售店;药房 090601 德济堂大药房 湖滨大道与234省道交叉口南200米 河南省 平顶山市 舞钢市 113.491826 33.276113 [] []
